Review,Rating
"geroge v paris perfection having stayed amazing hotels world breath taken away sheer opulance luxury george v paris, stayed 3 nights premier room 623 heavenly, beautiful large sleeping living room area sumptuous bathroom wonderful walk closet, luxurious comfortable.i 50 min massage spa perfect, ate evening great restaurant recommendation try chez janou traditional french provencal bistro fantastic, small comment breakfast service chaotic fades background given perfection else.the george v expensive worth penny,  ",5
"farm, seen hotel photos walls lined tapestries expected naff over-the-top louis quinze-type decor hotel luscious elegant traditional unstuffy, staff professional friendly attentive, course standard hotel reputation tell, room spacious elegant quiet, king-size bed supremely comfortable, bathroom marble-lined pleasure dome spendid bulgari toiletries, think custom reviews say complaint morning breakfast waiter tad slow bringing customary stool handbag rest carpet instead, love paris love season george v,  ",5
"honeymoon suite george v special occasion honeymoon suite george v no peer room 824, order reserve contact property directly let agents seasons 800 number inquire regarding availability, experience starts airport whisked transportation, room check-in continues pampering, view room balcony view seen seasons page eiffel tower remarkable paris destinations, service impeccable stated reviews, concierge staff able reservations short notice exclusive restaurants, easily arrange private car tour city invaluable, luxury comes price experience leaves feeling value received worth expenditure, enjoyed hotel christmas holiday spirit beauty hotel/city incredible,  ",5
"excellent way- expensive notch hotel near, expensive, no joke cosmopolitan cocktail 38 24 euros piece, hand shaken unison ordered waiters come shake tandem, 80 drink, shaken nice 10-15 cosmos, bar bills drinks 200, breakfast 130 80-90 euro know dollar weak felt ridiculous, line hotel beautiful, location ideal, short walk metro eiffel tower arc d triumph shopping louvre, flowers gorgeous, rooms lovely like double sinks bathroom did not, beds comfortable, staff extremely professional kind, attentive concierge, speak english attempted speak french polite, room considered nice view- considered merely ok view hotel, pricey stay eat recommend money n't issue,  ",5
"overpriced need updating service fantastic night expecting little got, night honeymoon room nice really old fashioned flat screen tv needed, manicure spa staff lovely, glad stayed wouldnt, breakfast disapointing,  ",3
"seasons george v decided surprise mom paris christmas shopping having fun holiday-mood.i heard george v number hotel world expected number service did not bit it.i tell really disappointed it.location good flower decorations just amazing rooms grandious bit funny lots prisms drops missing chrystal chandeliers guess memorablia previous guests thats all.upon arrival taxi not entrance drive-way cars, got street pulled luggage trunk 4 personell watching entrance no helped not going entrance, just let did not ask need help check-in guy came desk took luggage mom asked dont mind bringing luggage service usually got room 9 got 4-5 pm, day entered room 4pm just realized just working room no sign outside, tired asked just beds leave did not understand english housekeeping ask translate need, did not just simply started vacuum clean whilst room asked leave no appoligies later nothing like nothing happened.i tried use swimming pool evening leave 15 min kids 6 jumping water loud like hell nobody staff asked parents stop this.concierge strange gave just wrong information not helpful all.the place got special seasons touch tiny gift shop boy really nice helpful fun offered assistance way duties,  ",4
"best hotel stayed oh goodness start, hotel perfect, arrived property received experienced unbeatable season service, entrance lobby brim fresh flower arrangements marble flooring, staff superb nothing big small deal, room executive room small living area, spacious clean obvious note feel room decor really does compliment city staying, yes hotel little pricey saying goes pays dined restaurant hotel le cinq 3* michellin price fairness does reflect, food quality excellent caviar cress soup dublin bay prawns veal bone freshly chocolate mention, ladies know arrived foot stool handbag, humour aside hotel including fantastic bar joins dining hall best, situated central position just champs puts middle action, cost apart hotel does lot, enjoy sure,  ",5
"sense perspective stayed 4 nights family kids 11 13 reviews wondering reviewers visiting celebrating big personal milestones maybe gettng wee bit carried away personal wave euphoria.my small gripe lack public areas places possible 5, bar quite compact dark incredibly smoky breakfast, place kind wide corridor lifts number seats couches hotel keen serving meals seats passed area people having meals unpleasantly smoky.. just nice bit public space guests relax hotel ca n't space make available non smoking.make no mistake superb hotel terrific location staff mission make hotel experience best, rooms excellent spacious comfortable maid service does clean twice day feeling actually looking things fold away tidy just rush, used room service breakfast evening meal kids unwell uber efficient freindly.the spa pool good city hotel yes floral displays striking radical.best bit really location slap bang golden triangle couple dozen terrific restaurants right doorstep, 5 minutes walk george v avenue river got cafe corner fantastic views eiffel tower great nightcap tower glittering night, forget eating champs elysee clip joints scammers, course hotel crazily expensive accomplished places george v deliver,  ",5
"best hotel paris perfect hotel, staff won idea joy service, really wonderful 3* michelin restaurant outstanding wine list, mad not love hotel afford stay,  ",5
"fabulous wife fortunate stay wonderful hotels world hard imagine better, service friendliness amenities impeccable, heartily recommend stay chance,  ",5
"fantastic fabulous stayed hotel 3 nights husband friends celebrating 50th birthday place, wonderful hotel staff fantastic moment walk door.the main lobby spetacular sight beautiful flower arrangements check quick easy, arrived late night luggage brought quickly room champagne beautiful cake/dessert waiting, room deluxe king bed comfiest bed slept in.the bathroom excellant luxury toiletries soft robes.we used spa twice treatments excellant staff courteous facilities fantastic.the attention second none hotel nothing problem them.we ate le cinq evening wonderful meal.the trip hotel celebrate birthdays experience forget, expensive worth penny,  ",5
"v stars george v thousands critics hotel snobs not wrong hotel heaven, spending girls weekend paris spring george v truly magical experience, arrived morning overnight flight new york warmly greeted staff, informed room not quite ready bellman delighted bring bags gorgeous spa showers light bite eat enjoy quiet room swim sauna steam just generally relax recharge, ahh enjoyed spa time showered headed lovely lunch st. germain, return hotel unbelievable lobby flowers morning freshened unreal arrangements learned room ready naturally bags room, ahh room fifth floor gorgeous view gardens avenue george v. spacious comfortable enormous bathroom, closets large lots hangers plenty drawer space little details hotels forgetting days, decor reminded little girl dream princess room, lovely warm yellows soft creams, room ornate not overdone, crystal chandelier glistened sun-filled space, beds perfect combination firm soft warm cool, towels robes exactly expect seasons, usual bulgari treats plentiful, chambermaid exceptionally thoughtful, arranged shoes closet thoughtfully closed arranged bath products carelessly left unsealed, breakfast room sun shone breeze blew, best croissants juice jellies tasted, coffee divine, began wonder drugging laughing gas vents did not eat restaurant enjoyed drinks bar, small crowded evening wedding revelers took good bar space ruby red imposing warm welcoming lovely staff truly memorable sancerre, concierge service seasons visited phenomenal, staff truly exceptional way, expensive spot no matter slice slice heavenly, enjoy,  ",5
"fabulous honeymoon spent week honeymoon doubt best hotels world, travel lot high expectations based recommendations good hoped, staff gracious respectful unlike hotels paris food le cinq absolutely fabulous, ended dining twice worth penny, spa exquisite worth visit pamper, room beautiful expected seasons, ended eifel tower view special, highly recommended,  ",5
"perfect treat weeks roughing africa, stayed fabulous hotels world peninsula seasons beverly hills copacobana palace rio janeiro westcliff jo'burg geoge v seasons paris trumps, arrived cdg airport volunteering africa lovely welcome moment stepped plane, escorted customs officer proceeded passengers, transfer elegant mb check speedy efficient despite arriving hours check time, room gorgeous food service absolute best privilege experiencing, addressed nearly staff member, stay absolutely flawless expected hotel reputation.the george v hotel certainly special appreciated amazing service ambience proper running water electricity service acceptable food 3 weeks, senses able come alive magical place wine food le cinq spa treatments best experienced life, definitely returning soon possible,  ",5
"high expectations met, brilliant hotel booked directly hotel asked special occasion, told anniversary.on arrival hotel swiftly checked taken room, entering realised upgraded hugest suite seen life, beautiful double aspect living/dining room table seat 10. amazing bedroom bathroom, guest toilet kitchen, booked superior room huge upgrade, personal note manager bottle champagne lovely touch.we hadnt wanted eat hotel restaurant wanted formal, concierge recommended restuarant booking arranged complimentary car, morning tasty breakfast, good choice food excellent staffthe hotel grand quite formal dont like george v does did not feel uncomfortable time, praising just end say hard pushed treated did, seasons best,  ",5
"lifetime wife stayed nights george v start honeymoon n't better, anti-jet lag massage arrival lunch le cinq just left orient express venice highly recommended, exquisite, really perfect start once-in-a-lifetime trip, n't price return year,  ",5
"honeymoon george v just got european honeymoon 6 days george v paris definitely highlight, moment check-in treated like royalty, hotel luxury, nice bottle champagne handwritten note arrival, blocks champs elysee walked, suite balcony perfect view eiffel tower, absolutely romantic, relied concierge pretty, eat, buy cloths alitalia lost luggage flea market, helpful kind, spending day exploring paris tremendous coming home george v night treat,  ",5
"omg, finest hotel stayed, stayed seasons wonderful places, place tops concierge, happy children, stayed fourth floor room looking ave george v. afraid noisy, windows inches, not sound.perfect english french speaking staff, charming fun relaxed, smile like know know just arrived wonderful slice heaven exciting city.expensive happy pay soon,  ",5
"said, say, hotel earns reputation, absolutely incredible way, person like not use fancy posh elegance little uncomfortable not way staff.my girlfriend fiancee arrived conclude european vacation, got suite flowers champagne waiting arrival, magnificent room moment went ahead proposed, advantage it.really hotel great, breakfast included room price delivered morning, brought completely laid table, fancy professional, nice, night ate casual restaurant incredible, friend staff, pricey, did n't eat le cinq better imagine nice.everything rooms incredible, showers bathtubs insanely nice, beds supremely comfortable pillows perfect, staff member encountered unbelievably friendly did n't forced fake, really probably spent time room seeing paris just really advantage place, absolutely incredible, really n't negative comment say hotel, afford life,  ",5
"paris hiccaps, succumbing rave reviews similar finds dining le cinq dreamed highly anticipated, luxury dining room impressive grand grain doubt good taste yielding knock-out ostentation creeps insidiously steps walking table.the astonishment swallowed silently came welcoming starter arrival possible three-star parisian establishment serve proscuitto absolutely no invention just plain good old proscuitto plate, not italian trattoria__Çî__hat bit shocking ominous quality restaurant judged chef treat arrives, purpose dazzling aria opera hold one__Ç_é_ breath astonish set mood remainder performance, le cinq perfect example rule unfortunately.after starter proudly announced duck advertised having cooked 24 hours revealed best kep secret just chewy sweet overcooked piece protein accompanied chinese style green beans suspiciously reminding taste china town major american city.dessert just mediocre funny pompous described staff eyes rolling ecstasy end bland plain plate, service best ingredient dinner persuasive hypnotic waiters speaking solemnly awe reverence dishes, sobering tastelessness bite painful feel inability join near-religious worship eclectic edible food, explanation try le cinq food it__Ç_é_ exorbitantly expensive management prohibits chef taste spoon, sad desire different extravagant exterminated bottom-line serving fine french cuisine delight senses, le cinq hype vogue prestige managed create diners simply n't dare admit poor food paying fortune evening surrealistic gastronomic discovery, note dÄcor flowers clear vases seasons signature cairo boston decorations similar, takes previously assigned admiration originality somewhat away, let feasting season paris discovered great places like l__Ç_©¢spadon compare truffles truffles,  ",2
"finest hotel experience fiance decided celebrate engagement george v paris not chosen better place, check-in check-out amazing experience strangely leaves little hollow realise rest world n't perfect friendly efficient, arranged airport pickup involves met plane door taken passport control having queue not important having flown london flown afield think greatly appreciated, driver extremely knowledgeable provided wonderful recommendations alternative sights visit latest number trips paris keen usual sights, arrival kindly upgraded deluxe suite 7th floor enormous terrace whilst view isnt inspiring distant view notre damme summertime wonderful place romantic sunset drink, suite immaculately tastefully decorated, dinner evening le cinq 3 michellin star restaurant amazed food service managed provide perfectly fitted jacket hard locate quite impressive neglected pack, restaurant elegant highly decorated room wonderful experience not unfailingly friendly service staff atmosphere overwhelmed decor, seeking buzzing cooking theatre type experience probably not recommended restaurant called costes wil try trip paris meals perfectly executed delivered unfailing care attention, check friendly remembered provide congratulations engagement said not feint heart, experience forget staff highly commended time experienced desire took ensure exactly required hesitation,  ",5
"great location pleasure staying hotel, service quite good walk downtown paris hotel major location,  ",4
"pure indulgence inch hotel plush elegant perfect condition, charismatic historic hotels lustre dimmed wear tear bleeds grandeur not, hotel beautiful.before arrived service wonderful, hotel arranged single long stemmed rose pillow arrived fuss concierge arrangements wonderfully romantic table michelin-starred restaurant evening proposed girlfriend, service hotel impeccable.the room beautifully furnished toiletries quality bed comfortable ached leave it.the hotel spa expensive dreamily good, girlfriend couples massage vip spa room, room jacuzzi steam room sauna, thought reasoable price room hour massage.everyone wants day engaged memorable honestly believe stay hotel remain lasting wonderful memory merit,  ",5
"honeymoon surprise, sister gave night seasons wedding gift, told honeymoon booked standard double.when arrived told said yes yes expecting mister chinn, little surprise, thinking maybe bottle chamapagne did goes say cancellation just come honeymoon decided complimentary upgrade best suites, oh man wife not used accomodations remember original room gift place, getting upgraded best suites wearing torn jeans flip-flops, treated like royalty, amazing place.the suite looked later costs 2500 night bigger condo san francisco, 1500 square feet dining room living room kitchenette patio huge walk-in closet half baths hotel room, amazing, huge posted bed comfortable forgot woke simply heaven.the service really pay seasons, bought dishes wanted make sure home went conceirge newspaper wrap, suggested instead bring bubblewrap tape personally 1 morning, postage mailed postcards, sure used service really luxury public school teacher, perfect seasons, n't think stay suite night paris honeymoon really fans seasons life,  ",5
"disappointing arrived georges v friday july 8th, attention welcome daughter excellent, missing, service excellent not exceptional, extremely disappointed return room saturday 2pm sightseeing 5 hours not, spoke manager free meal compensate real let, personally prefer ritz, oasis-like, romantic weekend deux ritz tops say georges v really did make fuss daughter,  ",2
"missed seeing paris stayed george v 5 days, deluxe room stayed spacious homely, staff great service impeccable.it waste staying great hotel time sightseeing paris, not time paris stayed hotel enjoy pampering luxury fine hotel.there photo sophia loren room late discovered sophia loren actually stayed room, small flaw noticed crystal lamp rattle bit people walk quickly room right upstairs.i recommend going paris stay george v,  ",5
"exceptional, husband stayed george v november 2 daughters aged 6 10, staff exceptional professional friendly, children given ouststanding welcome room balloons smarties t-shirts names mention just gifts waiting, accommodation wonderfully comfortable host little touches make difference cd jogging map selection english french books spa just amazing children welcome pool given disposable swimsuits n't thought pack spacious luxurious treatment rooms professional extremely competent staff, recommend hesitation definitely stay,  ",5
"real treat husband just returned honeymoon george v. hotel wonderful start finish, hotel located level service staff amazing flower arrangments hotel stunning, upgraded premier room lovely, comes price definitely worth splashing special occassion,  ",5
"not business, nice hotel n't stay unless n't care not receive faxes time telephones transfered wrong room unlucky family guest better stay plaza athenee meurice, splendid service overthere,  ",1
"memorable luxuries near perfect hotel stayed sufficient 5-star hotels say george v favourite best best, chose instead paris ritz having experienced ritz countries wanting personal touches, george v impresses entrance lobby no huge brassy chandeliers mega sweeping staircase clusters gigantic stemmed roses forest 4 tall glass vases entrancing array, room complimentary hors d'oeuvres gratifying exquisite gorgeous balcony rarity european hotels looking elegant inner courtyard bulgari products big bathroom, general panelled decor fine bit limited floors brown carpet colour, used think reasonably affluent saw le cinq prices starter, just booked ate, morning silky night superb fabrics not frette equally luxurious ravishing room breakfast balcony, really return staff greet passing butler door minutes, swimming-pool/spa area memorably luxurious, admittedly dubai burj al arab famous unfeasible 7-star luxury place outstanding class act,  ",5
"hotel like no, ended month long family vacation staying nights seasons george v wonderful experience imaginable, check-in immediately upgraded grand suite huge terrace, staff n't helpful, room impeccable bed comfortable entire trip, bar restaurant staff extremely helpful friendly, time stay seasons property happily surprised extras thrown, hotel certainly not tight budget everybody owes spend night magical place magical city,  ",5
"wonderful best hotel paris wonderful service friendly staff not stuck-up location just champs elysees surroundings rooms beautiful especially suites, food excellent le cinq la galerie, stayed birthday arrived hotel shopping trip staff waiting outside suite birthday cake, service,  ",5
"amazing words not descibe hotel.. pure delight holiday season, cried leave think jewel paris make tear, knew needed asked, luxury hotels wishing like, hardly wait return, christmas present,  ",5
"seasons george v fabulous fabulous hotel stayed stayed just luxury hotel major cities, service impeccable flower arrangements unbelievable food terrific treated americans like welcome guests, rooms, just fabulous, highest standard hard time beating, ca n't wait just hotel,  ",5
"new favourite hotel left bank, stayed hotel time 3 nights december 2008. wife visit paris frequently exclusively stay left bank, stayed 4 5 star hotels latin quarter st germain pres area, hotel view best hotel overall quality room location service value money, stayed standard room typically small pretty clean, incredibly quiet, negative bed little uncomfortable particularly pillows, location outstanding near le bon marche st. supulce, service great friendly, stay,  ",5
"paris magical indulgent overnight stay turned extremely expensive pound plummeted hotel hard fault terms convenience peacefulness cleanliness comfort, pity stingy make guests pay extra coffee croissants breakfast, grim coffee, j b,  ",4
"wonderful place stay, wonderful place stay, charming ambience delightful staff eager request, small adequate well-maintained bedrooms bathrooms felt like real home-from-home, location perfect getting paris near metro buses excellent shops restaurants nearby, la maison du jardin minutes away delightful restaurant makes great place eat arrive paris tired hungry, step quiet street rue cassette hustle bustle paris melt away, say brochure hotel haven comfort excellent service elegance, ca n't wait return,  ",5
"perfect paris husband paris long awaited trip september 2008 stayed hotel l'abbaye saint germain, perfect place, location great choices small french restaurants nearby shopping metro, places wanted visit 15 20 minute walk, hotel beautiful peaceful staff outstanding, treat lovely dining area overlooking courtyard morning continental breakfast included cost, definately stay,  ",5
"oasis city just returned 5 day stay, hotel clean charming, standard rooms small not european standards, bathrooms completely updated clean, lobby bar charming, parsienne breakfast bread coffee included stay, cafe streets near need, la carte eggs breakfast items wish, ate lunch tea hotel avaiable, small hotel room service, highlight courtyard breakfast quite street, felt like town house paris, hotel short walk jardin du luxembourg great shopping, bon marche short walk, 15 minute stroll notre dame ille la cite, walked champs-elysees jardin tuileries 10 euro cab ride, year stayed palais la reine place des vosges, reccommend hotel area marias day, cab marais busy streets stay quiet relaxing atmosphere l'abbaye, great place dinner hotel reccommend maison du jardin quik walk corner, right outside door pizza chic family friendly great wood grilled pizza place,  ",5
"great place, great place, staff fantastic attentive booking arrival, missed connection second visit hotel week later, not obliging.we travelled 14 year old daughter enjoyed hotel.it convenient metro sights, loved room studio room daughter downstairs upstairs.we ca n't wait stay agian,  ",5
"perfection, regular visitors paris searching perfect place stay years, number hotels liked drawback far places like visit noisy unfriendly staff decor not line like etc., kept searching year hotel l'abbaye, perfection plan make home away home paris, management staff friendly helpful saint sulpice neighborhood convenient lovely common rooms garden beautiful room excellent breakfast delicious, divine birdsong gently nudge awake morning instance, thoroughly enjoyed concert saint sulpice church place imbued history beauty liked visit near wonderful hotel heaven, definitely did not want leave time ca n't wait stay paris,  ",5
"hotel l'abbaye best, arrived quaint little hotel night stop coming italy way, cousin 2 women france 10 days italy 5 days, hotel located great area paris terrific shopping, close saint-sulpice walking distance louvre, hotel staff excellent upgraded room suite wonderful, hotel l'abbaye quiet peaceful beautiful garden terrace ate breakfast morning,  ",5
"bathroom shower hotel staff good.you sit bathtub order use hand shower, no refrigerator room,  ",3
"fantastic hotel stayed hotel twice traveling france, location close luxembourg garden quiet street, staff helpful kind, breakfast available warm series rooms garden, staff gladly bring coffee rolls fresh juice room morning, stay room 42 floor, looked garden quite comfortable, second stay room 3 reception floor, room 3 includes sun room built garden,  ",5
"sweet worth small place close want old hats paris, staff speak english speak french speak poorly, amex floor return no better place stay paris, n't forget toss crumb birds breakfast,  ",5
"loved abbaye saint-germain stayed week 2007. perfect location quiet elegant hotel prompt kind service good breakfast lovely location, room 4 patio chair table, close metro quiet street, thing did not like lack shower tub hose spray, staff spoke english desired room cleaned promptly, ca n't say positive things, quiet place probably not families loud people, 50 somthing couple suited quite, dinner reservations email prior arrival selections, arrangements seemless, stay soon,  ",5
"picture perfect, just returned week paris day trip brugge belgium, thanks trip advisor helping gem, previous trip knew wanted stay left bank ste, germain just did n't know begin looking great accomodations family 4. contacted hotel directly research able great rate connecting rooms, web site great did n't justice quaint friendly hotel, staff n't ended upgrade considered apartment actually rooms entire unit private entrance, favorite waiter greeted morning croissants baguettes coffee heaven included room rate, feel inn oversized bb just great, rooms course small american standards actually spacious europe, clean modern bathrooms overhead showers, intimate atmosphere certain upscale feel, staff knew end trip, location prime blocks metro, surrounded shops wife daughters awe struck cafes brasseries les deux magots 2 blocks,  ",4
"oasis tranquility charm service heart rive gauche, fall received notice air france offering inexpensive winter fares booked flight valentine__Ç_é_ day wife paris short stay, based strong recommendation colleague work trip advisor ratings time hotel l__Ç_©bbaye ranked 10 reservation nights, stuck ground jfk airport nearly 7 hours ice storm arrived paris spending 13 hours plane, reached hotel knew we__Ç_éö great choice, walk large doors cobblestone courtyard enter series charming common rooms working fireplace, reception greeted warmly whisked room, soon got frustration disappointment losing day paris melted away, tickets cheap splurged booked duplex suites, like private apartment left bank, welcome note hotel__Ç_é_ manager basket incredible fresh fruit, paris rewarded early spring weather high 50__Ç_é_ low 60__Ç_é_ sunny, able use balcony room day eat breakfast lunch drinks, hotel l__Ç_©bbaye exactly type hotel we__Ç_ée looking paris, prior trips we__Ç_ée stayed ile st. louis large hotels right bank, l__Ç_©bbaye smaller intimate terrific location, close metro stations different lines shops sights st. germain des pres, time night extremely quiet used live nyc not believe heart major city, weather warm windows apartments street open hear conversations, can__Ç_é_ say service received, booked room using hotel__Ç_é_ website, staff responsive helpful, communicated staff regarding restaurant reservations, able restaurant requested, restaurant booked day worked alternative times fit schedule, suggested local restaurant dinner sunday night restaurants paris closed turned excellent meal, room spotlessly cleaned day enjoyed complimentarily continental breakfast additional charge paris hotels, desk staff friendly accommodating, speak bit french indulged communicating french, wife doesn__Ç_é_ speak french effortlessly switched english french me.the hotel perfect spot start walking tours various parts paris, welcome home return, return hotel l__Ç_©bbaye trip paris,  ",5
"impeccable, stayed trip paris perfect, location completely central sightseeing albeit mild nightlife, staff mastered art customer service helpful needed invisible did n't, rooms adorable perfectly decorated efficient, hotel gorgeous breakfast room airy beautiful, basically experience faultless, not say good things,  ",5
"stay thinking staying, stayed week larger rooms floor, sitting area small sun room table 2 chairs, exit small terrace second table chairs, traveling 16-year old son room space perfect, bathroom plenty amenities nice, soaking tub inc. hand-held shower especially refreshing walking day, breakfast delicious, fresh fruit provided room.the staff extremely nice helped answer numerous questions, hotel perfect location close metro walking distance,  ",5
"nice stayed hotel nov 19-23. great little boutique hotel, friendly staff, speak english, unlike paris hotels include breakfast room cost, breakfast juice coffee pastries served wonderful hard working man nice glassed garden room, negative hotel bed double 2 short singles pushed individually, like seperate beds, little strange, rooms teeny paris, bathroom adequate, thing spotless, important totally quiet, defintely stay,  ",4
"tremendous value paris family booked rooms paris visit mom 75th birthday, family members paris previously specific accommodation requests task choose hotel potential field partcularly knew family spending hours selection task chose hotel turned wonderfully, family members loved place stay future, location quiet street close paris offers, able walk location, rooms quite nice lobby area beautiful provided tranquil oasis early evening cocktail, geogously decorated filled spectacular floral arrangements orchids, staff not friendlier helpful totally proficient english.best bargain high priced paris, room rate just 199 euro night including continental breakfast taxes, breakfast served beautiful solarium outdoor garden adequate not best, consisted coffee fresh orange juise basket breakfast breads.all ca n't imagine better value paris,  ",5
"hotel wonderful stayed hotel late delight, staff friendly immediately responsive, rooms n't large beautifully great linens flat-screen tv, bathrooms large european standards marble bathtubs, room cleaned moment left everyday, location superb shopping visiting museums, air conditioning works unusual small parisian hotels, continental breakfast included room rate usually offers perfect croissants baked breads, need bring adaptor use computers hairdryers requiring electrical current, really ca n't say great paris, hand hope n't pay attention word said rights hotel l'abbaye sold year round probably wo n't able reservation wonderful hotel year,  ",5
"did n't work professional helpful reservations hotel problems place did not fit needs, desk credit professional understanding circumstances forced cancel reservation,  ",3
"like run-down westin definitely agree reviewers wrote pulitzer not luxury collection standards, booked hotel starwood preferred guest program received night free points, points corporate rate supposed pay 800 euros 5 night stay reasonable.when arrived received treatment desk previous reviewers trouble deciphering reservations booked starwood agent wait 5 hours room arrived 9:00 a.m. imagine typical american travelers overnight flights option generally disorganized not cordial not rude, desk clerk finally got told received complimentary upgrade nights include breakfast reservations included did not room spacious european standards canal-front room, clean bright, bathroom small shower/bathtub combo single sink pretty did great water pressure, air conditioner worked sometimes-warm august days, tv older no flat panels, furniture nice shabby scratched dented, canal perks hear people walking talking shouting laughing wee hours, ear plugs helped problem, fairly major renovations floor not notified arriving check, painting walls outside room replacing carpet, heard banging day, luxury hotels avoid booking rooms sort renovation warn guests not pulitzer, services food offered hotel expensive, internet 20/day tours offered concierge desk topped 200 euros breakfast great n't spend extra 75 euros night include price room seemingly differentiator regular room executive, did spend 38 euros pp 1.5 hour ride lovely canal boat great not family baby showed late stroller displaced passengers, check-out not reconciled starwood reservations charging free upgrade received check-in, bring charged extra 400 euros stay, able negotiate just 125 euros finally gave, time home leave pulitzer,  ",2
"amsterdam pulizter hotel great hotel really feel amsterdam staying standard rooms not huge character place makes, friendly efficient staff excellent location 5/10 mins dam square area 15 min walk direction museums shopping areas, area hotel definately upmarket away noise tourists lively areas, walked did n't need public transport, negatives gym tiny 4 5 machines food ok not brilliant overall definately recommend hotel, good value money price paid,  ",5
"n't free, used starwood points able afford stay pulitzer, line staff exhibit disdain american tourists, cleaning restaurant staff excellent.i not paid money stay, plus n't think afford rates, airconditioning did not work called desk 2am told rooms air not working, not change rooms following day, concierge valet wrong information point, lazy did not want check validate information, business center internet free, n't completely nickel dime you.the breakfast amazing seriously ca n't amazing, seen tasteful, really know right.the rooms blah, decorating bland, art work n't tacky prints, beds comfortable.the art gallery near lobby tacky.no pool spa like,  ",4
"worst, impression looked ok. room n't ready check normal, desk girl alexis not friendly negative, room came search rear hotel elevator, entering room stale air stench overpowering, room old price 400 euros, starwood embarrassed, hotels stayed, room old worn, small flies room, weathered, checked did n't spend 15 minutes room, showed room just bad not clean, moved amstel hotel true 5 star,  ",1
"great location not 5 star stayed 3 nights 08 executive canal room, good stuffthe location best amsterdam away noise seedy amsterdam, hotel situated quiet picture postcard canal room 282d lovely views canal entrance houses big tall windows light sunny worth staying location dylan compare want quiet upmarket residential area.staff friendly helpful great restaurants bars nearby recommend koh noor indian corner book advance small used locals.bed superb comfortable excellent linens choice pillows.room clean housekeeping did provide turndown service etclots hot water marble bathroom good shower tub plenty toiletries refreshed daily, towels soft plentifuldid hotel boat trip went 11am sunday quiet wonderful better big tour water buses worth extrafood b/fast excellent did busybar excellent pricey service good.free internet access printing business centre ideal online check inconceirge helpfuldisappointingwhilst good stay hotel did not live 5 star expectations, room small luxury standards bathroom small just did not like 5 star hotel great location lacking finess service, room dated showing signs wear tear true hotel lots scuffed walls dated carpets reception needs remodelling did ask change rooms larger told best executive rooms shocked, hotel no upgrades availabledue lack soundproofing noise travels noisy neighbours door impacted sleep.our trip special occasion booked champagne flowers arrival chased eventually delivered day champagne half bottle mean booking option does not say bottle difference price assumed, hotel weekend offers cheaper b/fasts 9am best time 9.45 peak time 11am b/fast served 1pm weekends, food good plentiful freshly squeezed oj service struggled saturday sunday morning monday better service guess week better quietier, great coffee lots choices buffet.overall reasonable stay not 5 star 4-4.5 location bed/linens mean visit book advance best rate wait rate goes, left late paid got, getting hotel points bargin espiecally canal view room booking state room high floor canal noisy weekends locals taking boats,  ",2
"wrongfully charged room cancelled early fully refundable reservation stay hotel pulitzer travel agent travel agent cancel reservation couple months arrival date better deal, travel agent promptly cancelled reservation pulitzer charged refused credit despite fact provide no documentation explain position, not months later credit card company resolved matter favor, shocked way matter mishandled hotel,  ",1
"classic luxury written long ago wonderful trip amsterdam, friend quite cannibis conniseur blast strictly luxury relaxation escapism, place, room services including cleaning food services seamless efficient, room faced hotel nearly directly entrance generous view canal prinsingract sp, late fall little cool hotel spelled deluxe, room large standard room 200euros nightly worth, afraid going stuck average european suite itty bitty room giant price not, difficult physically challenged person navigate steps connected houses moved room, room worth, bath marble rainshower head sprayer couple fixtures havent seen, turn service timely, hotel restaurants expensive ventured dam square good eats different nationalities, overall cleanliness classic style spaciousness hotel room general helpfulness staff hotel stay worth price, stay warm season request room fabulous view,  ",5
"nice stay nice hotel considering collection old houses charm, hotel canal trendy area amsterdam, service excellent beds comfortable, room loft, main floor double bed loft single beds, staircase loft steep difficult navigate, tourist attractions walking distance, overall recommend staying hotel,  ",4
"loved pulitzer, friend highly recommended pulitzer husband reservations 4 nights requesting no smoking room canal view, checked 8 transatlantic flight planned check luggage walk room ready check noon, friendly helpful reception staff recommended walking routes nearby locations cafes, returned walk 11 room ready requested, room big well-appointed comfortable large french windows opened canal, location hotel not better corner ann frank house tram stop directly art museums train station, request coffee tea maker brought room no charge, hotel provides coffee assortments teas highly enjoyed, hotel concierges duty different shifts bit distant cold, fabulous, questions consistently helpful friendly, reviewers noted street/canal sounds hotel windows bit noisy especially weekend nights, noises small motor boats going canal pedestrians talking outside windows did n't bother, slept, want quiet consider not staying central amsterdam, friends stayed nearby haarlem took 15-minute train ride amsterdam day sights enjoyed, liked staying central amsterdam pulitzer jordaan lovely walking area convenient sites, rented bikes nearby bike city recommended friendly concierge enjoyed bicycling amsterdam amstel river nearby village ouderkerk. 4 km outside amsterdam, passed old-timey windmills lovely flower gardens, rode opposite amstel returning bikes enjoyed good meal cafe westerkerk just corner pulitzer. ready fall comfortable bed, recommend pulitzer friends, time ask getting rate includes breakfast, free internet lobby big plus,  ",5
"fantastic stay pulitzer wife recently stayed pulitzer nights stop honeymoon plesantly surprised especially reading mixed reviews ta, hotel located great town block tram stop anne frank house, upgraded large beautiful canal view room, bed fantastic especially 10 hour flight la, staff extremely helpful professional, used starwood points room ca n't comment value relative hotels area loved stay unique comfortable property return,  ",5
